type,id,slug,url,title,title_len,desc,desc_len,canonical,robots,h1,words
pages,242831,michigan-flood-insurance,https://statewidefloodinsurance.com/michigan-flood-insurance/,Michigan Flood Insurance | Private & NFIP Quotes,48,"Michigan flood insurance with better coverage, higher limits, and rates often 30-50% cheaper than the NFIP. Shop private flood across Lloyd's of London markets.",160,https://statewidefloodinsurance.com/michigan-flood-insurance/,max-image-preview:large,Michigan Flood Insurance,986
pages,242830,illinois-flood-insurance,https://statewidefloodinsurance.com/illinois-flood-insurance/,Illinois Flood Insurance | Private & NFIP Quotes,48,Compare private and NFIP flood insurance in Illinois. Often 30-50% cheaper with higher limits and better coverage. Get a free quote in under 2 minutes.,151,https://statewidefloodinsurance.com/illinois-flood-insurance/,max-image-preview:large,Illinois Flood Insurance,868
pages,242829,ohio-flood-insurance,https://statewidefloodinsurance.com/ohio-flood-insurance/,Ohio Flood Insurance | Private & NFIP Quotes,44,"Ohio flood insurance from a national agency. Compare private vs. NFIP — often better coverage, higher limits, and 30-50% cheaper. Free quote in under 2 minutes.",160,https://statewidefloodinsurance.com/ohio-flood-insurance/,max-image-preview:large,Ohio Flood Insurance,842
pages,242828,tennessee-flood-insurance,https://statewidefloodinsurance.com/tennessee-flood-insurance/,Tennessee Flood Insurance | Private & NFIP Quotes,49,"Tennessee flood insurance done right: private policies with better coverage, higher limits, and often 30-50% lower cost than the NFIP. Free quote in 2 minutes.",159,https://statewidefloodinsurance.com/tennessee-flood-insurance/,max-image-preview:large,Tennessee Flood Insurance,890
pages,242827,alabama-flood-insurance,https://statewidefloodinsurance.com/alabama-flood-insurance/,Alabama Flood Insurance | Private & NFIP Quotes,47,,0,https://statewidefloodinsurance.com/alabama-flood-insurance/,max-image-preview:large,Alabama Flood Insurance,866
pages,242826,georgia-flood-insurance,https://statewidefloodinsurance.com/georgia-flood-insurance/,Georgia Flood Insurance | Private & NFIP Quotes,47,"Georgia flood insurance from a national agency. Private coverage with better terms, higher limits, and often 30-50% cheaper than the NFIP. Get a quote fast.",156,https://statewidefloodinsurance.com/georgia-flood-insurance/,max-image-preview:large,Georgia Flood Insurance,920
pages,242825,south-carolina-flood-insurance,https://statewidefloodinsurance.com/south-carolina-flood-insurance/,SC Flood Insurance | Private & NFIP Quotes,42,"South Carolina flood insurance done right: private policies with higher limits, broader coverage, and often 30-50% lower rates than the NFIP. Free quote in 2.",158,https://statewidefloodinsurance.com/south-carolina-flood-insurance/,max-image-preview:large,South Carolina Flood Insurance,978
pages,242824,north-carolina-flood-insurance,https://statewidefloodinsurance.com/north-carolina-flood-insurance/,NC Flood Insurance | Private & NFIP Quotes,42,North Carolina flood insurance through multiple Lloyd's of London markets — often 30-50% cheaper than NFIP with higher limits. Free quote in under 2 minutes.,157,https://statewidefloodinsurance.com/north-carolina-flood-insurance/,max-image-preview:large,North Carolina Flood Insurance,1075
pages,242823,new-york-flood-insurance,https://statewidefloodinsurance.com/new-york-flood-insurance/,New York Flood Insurance | Private & NFIP Quotes,48,"Compare New York flood insurance: private policies with higher limits, often 30-50% cheaper than the NFIP. Coastal, Long Island & inland homes. Quote in 2.",155,https://statewidefloodinsurance.com/new-york-flood-insurance/,max-image-preview:large,New York Flood Insurance,1136
pages,242822,new-jersey-flood-insurance,https://statewidefloodinsurance.com/new-jersey-flood-insurance/,New Jersey Flood Insurance | Private & NFIP Quotes,50,"New Jersey flood insurance from a national agency. Private coverage with higher limits, often 30-50% cheaper than NFIP, plus NFIP when you need it. Quote in.",157,https://statewidefloodinsurance.com/new-jersey-flood-insurance/,max-image-preview:large,New Jersey Flood Insurance,1193
pages,242807,private-flood-insurance-vs-nfip,https://statewidefloodinsurance.com/private-flood-insurance-vs-nfip/,Private Flood Insurance vs. NFIP: Which Is Better in 2026?,58,"Private flood insurance vs NFIP — compare cost, limits, waiting periods, and claims. See why private is often the cheaper, better choice and how to switch.",155,https://statewidefloodinsurance.com/private-flood-insurance-vs-nfip/,max-image-preview:large,Private Flood Insurance vs. NFIP: Which Is Better in 2026?,1517
pages,242804,high-risk-flood-insurance,https://statewidefloodinsurance.com/high-risk-flood-insurance/,Flood Insurance for High-Risk & Hard-to-Place Homes,51,"Declined or told your home is 'NFIP-only'? We place coastal, older, and high-value homes through multiple Lloyd's markets — when others say no. Get a quote.",156,https://statewidefloodinsurance.com/high-risk-flood-insurance/,max-image-preview:large,Flood Insurance for High-Risk & Hard-to-Place Homes,805
pages,242803,lloyds-of-london-flood-insurance,https://statewidefloodinsurance.com/lloyds-of-london-flood-insurance/,Lloyd's of London Flood Insurance: Multiple Markets,51,We place flood insurance through multiple Lloyd's of London markets — each with a different appetite — to find your best rate and cover homes others won't.,155,https://statewidefloodinsurance.com/lloyds-of-london-flood-insurance/,max-image-preview:large,Lloyd’s of London Flood Insurance,885
pages,242799,lender-accept-private-flood-insurance,https://statewidefloodinsurance.com/lender-accept-private-flood-insurance/,Will My Lender Accept Private Flood Insurance?,46,"Yes — federally regulated lenders must accept qualifying private flood insurance. Learn the federal rules, what to confirm with your lender, and how to switch.",159,https://statewidefloodinsurance.com/lender-accept-private-flood-insurance/,max-image-preview:large,Will My Lender Accept Private Flood Insurance?,684
pages,242798,switch-nfip-to-private-flood,https://statewidefloodinsurance.com/switch-nfip-to-private-flood/,How to Switch From NFIP to Private Flood Insurance,50,"Switching from NFIP to private flood insurance is simple if done right. Step-by-step: quote, lender approval, no coverage gap, and start saving.",144,https://statewidefloodinsurance.com/switch-nfip-to-private-flood/,max-image-preview:large,How to Switch From NFIP to Private Flood Insurance,734
pages,242797,private-flood-vs-nfip-coverage,https://statewidefloodinsurance.com/private-flood-vs-nfip-coverage/,What Private Flood Insurance Covers That the NFIP Doesn't,57,"Private flood insurance often covers what the NFIP won't — living expenses, replacement-cost contents, pools, and more. See the coverage gaps compared.",151,https://statewidefloodinsurance.com/private-flood-vs-nfip-coverage/,max-image-preview:large,What Private Flood Insurance Covers That the NFIP Doesn’t,758
pages,242793,private-flood-insurance-coverage-limits,https://statewidefloodinsurance.com/private-flood-insurance-coverage-limits/,Private Flood Insurance Coverage Limits Explained,49,"Private flood insurance coverage limits go far beyond the NFIP's $250k cap — into the millions. Learn building, contents & extra coverage for your home.",152,https://statewidefloodinsurance.com/private-flood-insurance-coverage-limits/,max-image-preview:large,Private Flood Insurance Coverage Limits Explained,721
pages,242792,nfip-alternatives,https://statewidefloodinsurance.com/nfip-alternatives/,NFIP Alternatives: Why Homeowners Switch to Private Flood,57,Looking for an NFIP alternative? Risk Rating 2.0 raised premiums for millions. See why homeowners are switching to private flood — often 30–50% cheaper.,152,https://statewidefloodinsurance.com/nfip-alternatives/,max-image-preview:large,NFIP Alternatives: Why Homeowners Are Switching to Private Flood,759
pages,242791,private-flood-insurance-cost,https://statewidefloodinsurance.com/private-flood-insurance-cost/,How Much Does Private Flood Insurance Cost? (2026),50,"How much does private flood insurance cost? See typical price ranges, what drives your rate, and why private flood runs 20–50% below the NFIP for many homes.",157,https://statewidefloodinsurance.com/private-flood-insurance-cost/,max-image-preview:large,How Much Does Private Flood Insurance Cost?,815
pages,242785,texas-flood-insurance,https://statewidefloodinsurance.com/texas-flood-insurance/,Texas Flood Insurance | Private & NFIP Quotes,45,"Texas flood insurance from the experts. Compare private & NFIP rates — often 30–50% lower — and get a fast online quote. Coverage statewide, every county.",154,https://statewidefloodinsurance.com/texas-flood-insurance/,max-image-preview:large,Texas Flood Insurance,847
pages,242781,louisiana-flood-insurance,https://statewidefloodinsurance.com/louisiana-flood-insurance/,Louisiana Flood Insurance | Private & NFIP Quotes,49,Louisiana flood insurance made affordable. Compare private & NFIP rates — often 30–50% lower than rising NFIP premiums — and get a fast online quote.,149,https://statewidefloodinsurance.com/louisiana-flood-insurance/,max-image-preview:large,Louisiana Flood Insurance,834
pages,242769,florida-flood-insurance,https://statewidefloodinsurance.com/florida-flood-insurance/,Florida Flood Insurance | Private & NFIP Quotes,47,Florida flood insurance from the experts. Compare private & NFIP rates — often 30–50% lower — and get a fast online quote. Coverage for every FL county.,152,https://statewidefloodinsurance.com/florida-flood-insurance/,max-image-preview:large,Florida Flood Insurance,883
pages,242763,floodguru,https://statewidefloodinsurance.com/floodguru/,FloodGuru - Statewide Flood Insurance,37,,0,https://statewidefloodinsurance.com/floodguru/,"noindex, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Submit Online Quote!,25
pages,242583,privacy-policy,https://statewidefloodinsurance.com/privacy-policy/,Privacy Policy - Statewide Flood Insurance,42,,0,https://statewidefloodinsurance.com/privacy-policy/,max-image-preview:large,PRIVACY POLICY,941
pages,242498,claims,https://statewidefloodinsurance.com/claims/,Claims - Statewide Flood Insurance,34,,0,https://statewidefloodinsurance.com/claims/,max-image-preview:large,Claims,10
pages,242489,agent-appointment,https://statewidefloodinsurance.com/agent-appointment/,Agent Appointment - Statewide Flood Insurance,45,,0,https://statewidefloodinsurance.com/agent-appointment/,max-image-preview:large,Agent Appointment,12
pages,242473,video,https://statewidefloodinsurance.com/video/,Video - Statewide Flood Insurance,33,,0,https://statewidefloodinsurance.com/video/,max-image-preview:large,Video,10
pages,242228,staff-form,https://statewidefloodinsurance.com/staff-form/,Staff Form - Statewide Flood Insurance,38,,0,https://statewidefloodinsurance.com/staff-form/,max-image-preview:large,Staff Form,12
pages,242167,media,https://statewidefloodinsurance.com/media/,Media - Statewide Flood Insurance,33,,0,https://statewidefloodinsurance.com/media/,max-image-preview:large,Media,60
pages,242025,faqs,https://statewidefloodinsurance.com/faqs/,FAQS - Statewide Flood Insurance,32,"Read Most Asked Flood Insurance Questions. What is private flood insurance, rates, coverage, policies & more. Find complete details here.",137,https://statewidefloodinsurance.com/faqs/,max-image-preview:large,Statewide FAQs,3300
pages,241860,flood-insurance-glossary,https://statewidefloodinsurance.com/flood-insurance-glossary/,Flood Insurance Glossary - Statewide Flood Insurance,52,,0,https://statewidefloodinsurance.com/flood-insurance-glossary/,max-image-preview:large,Flood Insurance Glossary,1173
pages,241805,insights,https://statewidefloodinsurance.com/insights/,Insights - Statewide Flood Insurance,36,,0,https://statewidefloodinsurance.com/insights/,max-image-preview:large,Statewide Insights,339
pages,241698,facts-about-floods,https://statewidefloodinsurance.com/facts-about-floods/,Facts about floods - Statewide Flood Insurance,46,,0,https://statewidefloodinsurance.com/facts-about-floods/,max-image-preview:large,Facts about floods,579
pages,241690,condo-owners-flood-renters-flood-insurance,https://statewidefloodinsurance.com/condo-owners-flood-renters-flood-insurance/,Condo Owners Flood | Renters Flood Insurance - Statewide Flood Insurance,72,"If you rent or own your condominium unit, it is a good idea to purchase Flood Insurance Policy for both building and contents coverage.",135,https://statewidefloodinsurance.com/condo-owners-flood-renters-flood-insurance/,max-image-preview:large,Condo Owners Flood | Renters Flood Insurance,410
pages,241684,homeowners-association-flood-insurance,https://statewidefloodinsurance.com/homeowners-association-flood-insurance/,Homeowners Association Flood Insurance,38,"As Flood Insurance experts in Homeowners Association Insurance, we also understand the need to have a master policy for floods. Contact us!",139,https://statewidefloodinsurance.com/homeowners-association-flood-insurance/,max-image-preview:large,Condo Homeowners Association Flood Insurance,194
pages,241669,get-a-quote,https://statewidefloodinsurance.com/get-a-quote/,Get a Quote - Statewide Flood Insurance,39,Save up 30% to 50% on flood insurance now! Get an Instant Flood Insurance Quote Online for Commercial & Residential in California.,130,https://statewidefloodinsurance.com/get-a-quote/,max-image-preview:large,Submit Online Quote!,27
pages,241642,service-center,https://statewidefloodinsurance.com/service-center/,Service Center - Statewide Flood Insurance,42,,0,https://statewidefloodinsurance.com/service-center/,max-image-preview:large,Service Center,12
pages,241619,contact-us,https://statewidefloodinsurance.com/contact-us/,Contact Us - Statewide Flood Insurance,38,"Contact Flood Insurance Experts to get the lowest cost flood quote, and get more discounts by consolidating your insurance with us & more.",138,https://statewidefloodinsurance.com/contact-us/,max-image-preview:large,Contact Us,51
pages,241600,resources,https://statewidefloodinsurance.com/resources/,Resources - Statewide Flood Insurance,37,Flood Insurance Resources & General information on the National Flood Insurance Program. Learn what flood insurance covers & much more.,135,https://statewidefloodinsurance.com/resources/,max-image-preview:large,Flood Insurance Resources,458
pages,241592,commercial-flood-insurance,https://statewidefloodinsurance.com/commercial-flood-insurance/,Commercial Statewide Flood Insurance %,38,"We Provide reliable flood insurance protection for Commercial buildings, contents, & income – at budget-friendly rates. Get an Instant Quote!",141,https://statewidefloodinsurance.com/commercial-flood-insurance/,max-image-preview:large,Commercial Flood Insurance,387
pages,241556,residential,https://statewidefloodinsurance.com/residential/,Residential - Statewide Flood Insurance,39,"Residential Flood insurance is available to homeowners, renters, condo owners, and commercial building owners. Get an Instant Online Quote!",139,https://statewidefloodinsurance.com/residential/,max-image-preview:large,Residential Flood Insurance,329
pages,3,terms-of-service,https://statewidefloodinsurance.com/terms-of-service/,Terms Of Service - Statewide Flood Insurance,44,,0,https://statewidefloodinsurance.com/terms-of-service/,max-image-preview:large,TERMS OF SERVICE,5593
pages,2,home,https://statewidefloodinsurance.com/,Statewide Flood Insurance,25,Flood Insurance | Private Flood Insurance | Cheap Flood Insurance Rates,71,https://statewidefloodinsurance.com/,max-image-preview:large,The Flood Insurance Experts,355
posts,242698,how-much-does-flood-insurance-cost,https://statewidefloodinsurance.com/how-much-does-flood-insurance-cost/,How Much Does Flood Insurance Cost? - Statewide Flood Insurance,63,,0,https://statewidefloodinsurance.com/how-much-does-flood-insurance-cost/,max-image-preview:large,How Much Does Flood Insurance Cost?,379
posts,242706,when-is-flood-insurance-required,https://statewidefloodinsurance.com/when-is-flood-insurance-required/,When Is Flood Insurance Required? - Statewide Flood Insurance,61,,0,https://statewidefloodinsurance.com/when-is-flood-insurance-required/,max-image-preview:large,When Is Flood Insurance Required?,378
posts,242710,what-does-flood-insurance-not-cover,https://statewidefloodinsurance.com/what-does-flood-insurance-not-cover/,What Does Flood Insurance Not Cover? - Statewide Flood Insurance,64,,0,https://statewidefloodinsurance.com/what-does-flood-insurance-not-cover/,max-image-preview:large,What Does Flood Insurance Not Cover?,398
posts,242713,which-flood-zone-requires-flood-insurance,https://statewidefloodinsurance.com/which-flood-zone-requires-flood-insurance/,Which Flood Zone Requires Flood Insurance - Statewide Flood Insurance,69,,0,https://statewidefloodinsurance.com/which-flood-zone-requires-flood-insurance/,max-image-preview:large,Which Flood Zone Requires Flood Insurance,404
posts,242718,can-flood-insurance-be-sold-anywhere,https://statewidefloodinsurance.com/can-flood-insurance-be-sold-anywhere/,Can Flood Insurance Be Sold Anywhere? - Statewide Flood Insurance,65,,0,https://statewidefloodinsurance.com/can-flood-insurance-be-sold-anywhere/,max-image-preview:large,Can Flood Insurance Be Sold Anywhere?,369
posts,242721,can-flood-insurance-drop-you,https://statewidefloodinsurance.com/can-flood-insurance-drop-you/,Can Flood Insurance Drop You? - Statewide Flood Insurance,57,,0,https://statewidefloodinsurance.com/can-flood-insurance-drop-you/,max-image-preview:large,Can Flood Insurance Drop You?,374
posts,242725,how-much-does-flood-insurance-cost-2,https://statewidefloodinsurance.com/how-much-does-flood-insurance-cost-2/,Which Flood Zone Requires Flood Insurance - Statewide Flood Insurance,69,,0,https://statewidefloodinsurance.com/which-flood-zone-requires-flood-insurance/,max-image-preview:large,Which Flood Zone Requires Flood Insurance,404
posts,242633,loss-of-use-coverage-in-flood-insurance,https://statewidefloodinsurance.com/loss-of-use-coverage-in-flood-insurance/,Loss of Use Coverage in Flood Insurance - Statewide Flood Insurance,67,,0,https://statewidefloodinsurance.com/loss-of-use-coverage-in-flood-insurance/,max-image-preview:large,Loss of Use Coverage in Flood Insurance,749
posts,242629,navigating-flood-zone-x,https://statewidefloodinsurance.com/navigating-flood-zone-x/,Navigating Flood Zone X - Statewide Flood Insurance,51,,0,https://statewidefloodinsurance.com/navigating-flood-zone-x/,max-image-preview:large,Navigating Flood Zone X,775
posts,242613,hiscox-flood-plus-comprehensive-flood-insurance-coverage,https://statewidefloodinsurance.com/hiscox-flood-plus-comprehensive-flood-insurance-coverage/,Hiscox Flood Plus: Comprehensive Flood Insurance Coverage - Statewide Flood Insurance,85,,0,https://statewidefloodinsurance.com/hiscox-flood-plus-comprehensive-flood-insurance-coverage/,max-image-preview:large,Hiscox Flood Plus: Comprehensive Flood Insurance Coverage,413
posts,242624,understanding-base-flood-elevation-bfe,https://statewidefloodinsurance.com/understanding-base-flood-elevation-bfe/,Understanding Base Flood Elevation (BFE) - Statewide Flood Insurance,68,,0,https://statewidefloodinsurance.com/understanding-base-flood-elevation-bfe/,max-image-preview:large,Understanding Base Flood Elevation (BFE),709
posts,242307,comparing-the-admitted-vs-non-admitted-insurance-markets,https://statewidefloodinsurance.com/comparing-the-admitted-vs-non-admitted-insurance-markets/,Comparing the Admitted vs. Non-Admitted Insurance Markets - Statewide Flood Insurance,85,,0,https://statewidefloodinsurance.com/comparing-the-admitted-vs-non-admitted-insurance-markets/,max-image-preview:large,Comparing the Admitted vs. Non-Admitted Insurance Markets,1781
posts,242073,how-risk-rating-2-0-affects-federal-flood-insurance-policy-holders,https://statewidefloodinsurance.com/how-risk-rating-2-0-affects-federal-flood-insurance-policy-holders/,How Risk Rating 2.0 Affects Federal Flood Insurance Policy Holders - Statewide Flood Insurance,94,,0,https://statewidefloodinsurance.com/how-risk-rating-2-0-affects-federal-flood-insurance-policy-holders/,max-image-preview:large,How Risk Rating 2.0 Affects Federal Flood Insurance Policy Holders,646
posts,621,changes-coming-fema-new-flood-bill,https://statewidefloodinsurance.com/changes-coming-fema-new-flood-bill/,Changes coming to FEMA with new flood bill - Statewide Flood Insurance,70,See the latest on the flood bill as it gains bipartisan support http://www.rollcall.com/news/policy/gop-leaders-flood-insurance-bill-see-bipartisan-measure,155,https://statewidefloodinsurance.com/changes-coming-fema-new-flood-bill/,max-image-preview:large,Changes coming to FEMA with new flood bill,134
posts,599,assess-private-flood-insurance,https://statewidefloodinsurance.com/assess-private-flood-insurance/,How to assess Private Flood Insurance - Statewide Flood Insurance,65,We have multiple private carriers to provide you with the best policy and lowest costs! New York Times: How to assess private flood insurance,141,https://statewidefloodinsurance.com/assess-private-flood-insurance/,max-image-preview:large,How to assess Private Flood Insurance,142
posts,593,master-flood-policies-hoas,https://statewidefloodinsurance.com/master-flood-policies-hoas/,Master Flood Policies for HOA’s - Statewide Flood Insurance,59,"The rules are changing for HOA's and Master Flood Coverage. If you live in an HOA that is also in a high risk flood zone, you will soon be faced with some challenges regarding flood insurance. Here is a notice for one condo association we helped secure the right coverage at 40% less than FEMA.",294,https://statewidefloodinsurance.com/master-flood-policies-hoas/,max-image-preview:large,Master Flood Policies for HOA’s,675
posts,545,dont-roll-the-dice-on-flood-insurance,https://statewidefloodinsurance.com/dont-roll-the-dice-on-flood-insurance/,Don’t Roll The Dice on Flood Insurance - Statewide Flood Insurance,66,,0,https://statewidefloodinsurance.com/dont-roll-the-dice-on-flood-insurance/,max-image-preview:large,Don’t Roll The Dice on Flood Insurance,150
posts,482,why-more-homeowners-should-buy-flood-insurance,https://statewidefloodinsurance.com/why-more-homeowners-should-buy-flood-insurance/,Why more homeowners should buy flood insurance - Statewide Flood Insurance,74,"For many folks in Texas, hurricane season started early. Last week severe rain storms unleashed a torrent of water that triggered flash floods, causing rivers to swell over their banks, flooding homes and businesses. According to reports, over 1,400 homes and as many as 4,000 properties were damaged by flooding caused by those recent storms.",343,https://statewidefloodinsurance.com/why-more-homeowners-should-buy-flood-insurance/,max-image-preview:large,Why more homeowners should buy flood insurance,214
posts,462,valet-parking-flood-zone,https://statewidefloodinsurance.com/valet-parking-flood-zone/,Valet Parking in Flood Zone - Statewide Flood Insurance,55,Not sure what this is exactly supposed to be but thought it was pretty funny. Maybe not so funny if your car in parked in the ocean..,133,https://statewidefloodinsurance.com/valet-parking-flood-zone/,max-image-preview:large,Valet Parking in Flood Zone,142
posts,458,fema-annouces-higher-expected-rate-increase-effective-april-2015,https://statewidefloodinsurance.com/fema-annouces-higher-expected-rate-increase-effective-april-2015/,FEMA annouces Higher than Expected Rate Increase effective April 2015 - Statewide Flood Insurance,97,Rates are going up for FEMA flood customers in April,52,https://statewidefloodinsurance.com/fema-annouces-higher-expected-rate-increase-effective-april-2015/,max-image-preview:large,FEMA annouces Higher than Expected Rate Increase effective April 2015,387
posts,444,california-flood-preparedness-week-starts-now,https://statewidefloodinsurance.com/california-flood-preparedness-week-starts-now/,California Flood Preparedness Week Starts Now! - California Flood Insurance,75,,0,https://californiafloodinsurance.com/california-flood-preparedness-week-starts-now/,max-image-preview:large,California Flood Preparedness Week Starts Now!,282
posts,412,calflood-newstalk-kbkw-discussing-flood-insurance,https://statewidefloodinsurance.com/calflood-newstalk-kbkw-discussing-flood-insurance/,CalFlood Discusses Saving People Money on Flood Insurance KBKW 94.7,67,CalFlood Discusses Saving People Money on Flood Insurance on Newstalk Radio KBKW 94.7 FM,88,https://statewidefloodinsurance.com/calflood-newstalk-kbkw-discussing-flood-insurance/,max-image-preview:large,CalFlood on Newstalk KBKW Discussing Flood Insurance,226
posts,402,do-you-need-flood-insurance,https://statewidefloodinsurance.com/do-you-need-flood-insurance/,Do You Need Flood Insurance? - Statewide Flood Insurance,56,Do you need flood insurance? Read this short article to see if you are missing the boat on flood coverage!,106,https://statewidefloodinsurance.com/do-you-need-flood-insurance/,max-image-preview:large,Do You Need Flood Insurance?,135
posts,382,couple-hit-with-44000-flood-insurance-premium,https://statewidefloodinsurance.com/couple-hit-with-44000-flood-insurance-premium/,"Couple Hit with $44,000 Flood Insurance Premium - Statewide Flood Insurance",75,"Couple Hit with $44,000 Flood Insurance Premium - Can you imagine buying your dream vacation home and having your flood insurance premium go from $4,300 per year to over $44,000 a year!? Read the following article.. too bad they did not call the experts at www.californiafloodinsurance.com",289,https://statewidefloodinsurance.com/couple-hit-with-44000-flood-insurance-premium/,max-image-preview:large,"Couple Hit with $44,000 Flood Insurance Premium",165
posts,323,30-day-countdown-to-the-2013-hurricane-season-begins-may-2,https://statewidefloodinsurance.com/30-day-countdown-to-the-2013-hurricane-season-begins-may-2/,30-day Countdown to the 2013 Hurricane Season Begins May 2 - Statewide Flood Insurance,86,"30 day countdown to Hurricane Season, make sure you have your flood insurance before its too late",97,https://statewidefloodinsurance.com/30-day-countdown-to-the-2013-hurricane-season-begins-may-2/,max-image-preview:large,30-day Countdown to the 2013 Hurricane Season Begins May 2,171
posts,305,why-are-you-paying-for-everyones-flood-insurance,https://statewidefloodinsurance.com/why-are-you-paying-for-everyones-flood-insurance/,Why are you paying for everyones flood insurance? - Statewide Flood Insurance,77,You and I are paying for everyones Flood Insurance Premiums..really you are!,76,https://statewidefloodinsurance.com/why-are-you-paying-for-everyones-flood-insurance/,max-image-preview:large,Why are you paying for everyones flood insurance?,162
